output,out_n,inputs,cost,ah_median,ah_conservative,profit_per_craft_con,margin_pct,trades_per_day,units_per_day,day_cap_con,input_price_stale,flag
lime_concrete_powder,8,lime_dyex1@50o + sandx4@312a + gravelx4@10o,1340.0,1875.0,1875.0,13660.0,1019.4,655,40454,69075205,yes,
spruce_stairs,4,spruce_planksx6@32o,192.0,780.0,469.0,1684.0,877.1,2615,163778,68950538,yes,
copper_trapdoor,1,copper_ingotx4@63o,252.0,3594.0,3542.0,3290.0,1305.6,369,20902,68767580,yes,
yellow_concrete_powder,8,yellow_dyex1@312a + sandx4@312a + gravelx4@10o,1602.5,2683.0,2683.0,19861.5,1239.4,441,27664,68681067,yes,
brown_dye,1,cocoa_beansx1@26o,26.0,1406.0,1176.0,1150.0,4423.1,1023,59100,67965000,yes,
diorite_stairs,4,dioritex6@1197a,7181.5,5469.0,5469.0,14694.5,204.6,303,18305,67245614,,stack-median vs last-sale disagree (5469 vs 15156)
cobblestone_wall,6,cobblestonex6@131a,788.2,313.0,313.0,1089.8,138.3,5824,369449,67106716,,stack-median vs last-sale disagree (313 vs 156)
gray_carpet,3,gray_woolx2@501o,1002.2,7591.0,1953.0,4856.8,484.6,679,41360,66959083,yes,
waxed_copper_block,1,copper_blockx1@642o + honeycombx1@100o,742.0,3398.0,2969.0,2227.0,300.1,601,29434,65549518,yes,
blaze_powder,2,blaze_rodx1@400o,400.0,859.0,781.0,1162.0,290.5,1883,111079,64536899,yes,
polished_diorite_stairs,4,polished_dioritex6@1172a,7031.3,3125.0,3125.0,5468.7,77.8,751,46494,63565667,,
spruce_planks,4,spruce_logx1@72o,72.0,156.0,156.0,552.0,766.7,7303,453483,62580654,,
note_block,1,spruce_planksx8@32o + redstonex1@361a,616.9,938.0,938.0,321.1,52.1,7826,193919,62271269,yes,
oak_stairs,4,oak_planksx6@52o,312.0,3125.0,1563.0,5940.0,1903.8,679,41853,62151705,yes,stack-median vs last-sale disagree (3125 vs 1613)
blue_ice,1,packed_icex9@296o,2664.0,2961.0,2961.0,297.0,11.1,4970,205137,60925689,yes,stack-median vs last-sale disagree (2961 vs 9375)
copper_ingot,9,waxed_copper_blockx1@505o,505.0,625.0,469.0,3716.0,735.8,2552,144234,59552456,yes,
raw_iron_block,1,raw_ironx9@121o,1089.0,8953.0,7500.0,6411.0,588.7,336,9111,58410621,yes,
polished_diorite_slab,6,polished_dioritex3@1172a,3515.6,7688.0,3125.0,15234.4,433.3,365,22795,57877873,,stack-median vs last-sale disagree (7688 vs 3125)
green_concrete_powder,8,green_dyex1@781a + sandx4@312a + gravelx4@10o,2071.0,1250.0,1250.0,7929.0,382.9,1062,57868,57354422,yes,
bamboo_block,1,bamboox9@14o,126.0,594.0,547.0,421.0,334.1,2235,133218,56084778,,stack-median vs last-sale disagree (594 vs 333)
blue_concrete_powder,8,blue_dyex1@766a + sandx4@312a + gravelx4@10o,2055.6,1563.0,1563.0,10448.4,508.3,679,42865,55983726,yes,
cherry_planks,4,cherry_logx1@128o,128.0,859.0,734.0,2808.0,2193.8,1292,79676,55932552,yes,
smooth_sandstone_stairs,4,smooth_sandstonex6@31o,186.0,3125.0,2381.0,9338.0,5020.4,379,23873,55731518,yes,
oak_planks,4,oak_logx1@85o,85.1,305.0,303.0,1126.9,1324.9,3226,197728,55706898,yes,
dark_oak_stairs,4,dark_oak_planksx6@1041a,6245.3,2656.0,2656.0,4378.7,70.1,823,50792,55600225,,
waxed_oxidized_copper,1,oxidized_copperx1@1000o + honeycombx1@100o,1100.0,5938.0,1887.0,787.0,71.5,1537,70111,55177357,yes,
black_concrete_powder,8,black_dyex1@90o + sandx4@312a + gravelx4@10o,1380.0,1555.0,1094.0,7372.0,534.2,1047,59593,54914950,yes,
white_dye,1,bone_mealx1@216a,216.1,781.0,469.0,252.9,117.0,3544,216041,54638929,,
pale_oak_shelf,6,stripped_pale_oak_logx6@3906a,23437.5,7813.0,5469.0,9376.5,40.0,762,34954,54624364,,stack-median vs last-sale disagree (7813 vs 300000)
bamboo_sign,3,bamboo_planksx6@469a + stickx1@5o,2819.0,4938.0,4938.0,11995.0,425.5,880,13562,54225397,yes,
spectral_arrow,2,glowstone_dustx4@10o + arrowx1@250a,290.0,1172.0,1094.0,1898.0,654.5,931,54827,52030823,yes,
gray_concrete_powder,8,gray_dyex1@3538a + sandx4@312a + gravelx4@10o,4827.7,3881.0,2813.0,17676.3,366.1,368,23376,51650090,yes,
purple_bed,1,purple_woolx3@3031a + spruce_planksx3@32o,9189.0,179000.0,170000.0,160811.0,1750.0,320,320,51459520,yes,
oak_slab,6,oak_planksx3@52o,156.0,734.0,547.0,3126.0,2003.8,1613,98000,51058000,yes,stack-median vs last-sale disagree (734 vs 7812)
green_wool,1,green_dyex1@781a + black_woolx1@30o,811.0,1563.0,1563.0,752.0,92.7,1118,67024,50402048,yes,
melon,1,melon_slicex9@10o,90.0,1563.0,1484.0,1394.0,1548.9,628,35758,49846652,yes,
light_gray_wool,1,light_gray_dyex1@1023a + black_woolx1@30o,1053.0,1875.0,1875.0,822.0,78.1,1356,60397,49646334,yes,
slime_ball,9,slime_blockx1@160o,160.0,469.0,469.0,4061.0,2538.1,1882,107749,48618743,yes,
spruce_wood,3,spruce_logx4@72o,288.0,1563.0,1563.0,4401.0,1528.1,527,32882,48237894,,
sandstone_wall,6,sandstonex6@312a,1875.0,5078.0,2344.0,12189.0,650.1,373,23518,47776817,,
target,1,redstonex4@361a + hay_blockx1@2100o,3543.5,4375.0,4375.0,831.5,23.5,2558,56323,46831448,yes,stack-median vs last-sale disagree (4375 vs 29000)
magma_block,1,magma_creamx4@37o,148.0,391.0,391.0,243.0,164.2,3410,189409,46026387,yes,
cookie,8,wheatx2@225o + cocoa_beansx1@26o,476.0,694.0,688.0,5028.0,1056.3,1195,72952,45850332,yes,
chiseled_bookshelf,1,spruce_planksx6@32o + spruce_slabx3@94a,473.2,2875.0,1406.0,932.8,197.1,1046,48952,45659978,yes,stack-median vs last-sale disagree (2875 vs 69500)
quartz_pillar,2,quartz_blockx2@1100o,2200.0,1600.0,1600.0,1000.0,45.5,1659,91017,45508500,yes,
deepslate_tile_wall,6,deepslate_tilesx6@5o,30.0,2344.0,1563.0,9348.0,31160.0,460,29132,45387656,yes,
cherry_sign,3,cherry_planksx6@781a + stickx1@5o,4692.5,6250.0,6188.0,13871.5,295.6,847,9808,45350557,yes,
oak_boat,1,oak_planksx5@52o,260.0,25000.0,15000.0,14740.0,5669.2,3012,3012,44396880,yes,
lightning_rod,1,copper_ingotx3@63o,189.0,3109.0,3109.0,2920.0,1545.0,765,15101,44094920,yes,
oak_trapdoor,2,oak_planksx6@52o,312.0,703.0,703.0,1094.0,350.6,3198,80148,43840956,yes,
tuff_slab,6,tuffx3@1o,3.0,1094.0,1094.0,6561.0,218700.0,634,40004,43744374,yes,
blue_terracotta,8,terracottax8@250a + blue_dyex1@766a,2765.6,4758.0,1471.0,9002.4,325.5,611,38240,43031376,,stack-median vs last-sale disagree (4758 vs 1471)
light_blue_dye,2,blue_dyex1@766a + white_dyex1@584a,1349.1,1247.0,1210.0,1070.9,79.4,1308,78181,41860453,,
detector_rail,6,iron_ingotx6@170o + stone_pressure_platex1@4062a + redstonex1@361a,5443.2,3125.0,3125.0,13306.8,244.5,1065,18336,40665459,yes,stack-median vs last-sale disagree (3125 vs 50000)
raw_iron,9,raw_iron_blockx1@1100o,1100.0,1250.0,1094.0,8746.0,795.1,1526,41400,40231600,yes,stack-median vs last-sale disagree (1250 vs 3333)
gray_dye,2,black_dyex1@90o + white_dyex1@584a,673.5,3906.0,938.0,1202.5,178.5,1071,65983,39671619,yes,
red_stained_glass_pane,16,red_stained_glassx6@18o,108.0,4688.0,1563.0,24900.0,23055.6,429,25197,39212831,yes,
polished_blackstone_brick_slab,6,polished_blackstone_bricksx3@215o,645.0,1563.0,1563.0,8733.0,1354.0,436,26892,39141306,yes,stack-median vs last-sale disagree (1563 vs 6047)
waxed_copper_bulb,4,waxed_copper_blockx3@505o + blaze_rodx1@400o + redstonex1@361a,2275.9,2813.0,2813.0,8976.1,394.4,877,16910,37946420,yes,
spyglass,1,amethyst_shardx1@625a + copper_ingotx2@63o,751.0,20000.0,20000.0,19249.0,2563.1,1964,1964,37805036,yes,
white_harness,1,leatherx3@283o + glassx2@280o + white_woolx1@103o,1512.0,60000.0,60000.0,58488.0,3868.3,639,639,37373832,yes,
green_bed,1,green_woolx3@501o + spruce_planksx3@32o,1599.3,100000.0,100000.0,98400.7,6152.7,374,374,36801862,yes,
deepslate_tile_slab,6,deepslate_tilesx3@5o,15.0,1563.0,781.0,4671.0,31140.0,756,47004,36592614,yes,stack-median vs last-sale disagree (1563 vs 7812)
gold_nugget,9,gold_ingotx1@600o,600.0,1563.0,750.0,6150.0,1025.0,1040,53189,36345817,yes,stack-median vs last-sale disagree (1563 vs 10000)
deepslate_brick_wall,6,deepslate_bricksx6@10o,60.0,1563.0,1563.0,9318.0,15530.0,379,23346,36256338,yes,stack-median vs last-sale disagree (1563 vs 15625)
furnace,1,cobbled_deepslatex8@10o,80.0,156.0,156.0,76.0,95.0,8022,452920,34421920,yes,stack-median vs last-sale disagree (156 vs 95)
pumpkin_seeds,4,pumpkinx1@70o,70.0,703.0,703.0,2742.0,3917.1,932,49780,34124190,yes,stack-median vs last-sale disagree (703 vs 4688)
purple_dye,2,blue_dyex1@766a + red_dyex1@156a,921.6,781.0,781.0,640.4,69.5,1699,102779,32908808,,
polished_deepslate_slab,6,polished_deepslatex3@391a,1171.9,781.0,781.0,3514.1,299.9,875,55679,32610634,,
cobbled_deepslate_stairs,4,cobbled_deepslatex6@10o,60.0,1250.0,1172.0,4628.0,7713.3,475,27854,32227078,yes,
sandstone_stairs,4,sandstonex6@312a,1875.0,3125.0,1563.0,4377.0,233.4,462,29151,31898482,,
red_dye,2,rose_bushx1@125a,125.0,156.0,156.0,187.0,149.6,5429,330375,30890062,,
stone_brick_slab,6,stone_bricksx3@5o,15.0,2344.0,531.0,3171.0,21140.0,923,58251,30785654,yes,
lime_bed,1,lime_woolx3@3125a + spruce_planksx3@32o,9471.0,74999.0,74999.0,65528.0,691.9,467,467,30601576,yes,
polished_blackstone_slab,6,polished_blackstonex3@312o,936.0,2188.0,1079.0,5538.0,591.7,536,32364,29871972,yes,
yellow_dye,2,sunflowerx1@469a,468.8,391.0,391.0,313.2,66.8,3109,189445,29671823,,
pink_dye,1,pink_petalsx1@6o,6.0,188.0,188.0,182.0,3033.3,2624,162208,29521856,,
oak_pressure_plate,1,oak_planksx2@52o,104.0,1563.0,1563.0,1459.0,1402.9,530,20136,29378424,yes,
white_terracotta,8,terracottax8@250a + white_dyex1@584a,2583.5,859.0,781.0,3664.5,141.8,1045,63018,28866025,,
fire_charge,3,gunpowderx1@47o + blaze_powderx1@30o + coalx1@200o,277.0,1563.0,1563.0,4412.0,1592.8,761,19186,28216211,yes,
bamboo_fence,3,bamboo_planksx4@469a + stickx2@5o,1886.0,3906.0,1875.0,3739.0,198.3,386,22535,28086122,yes,
pink_bed,1,pink_woolx3@160o + spruce_planksx3@32o,576.0,66641.0,40000.0,39424.0,6844.4,696,696,27439104,yes,
candle,1,stringx1@72o + honeycombx1@100o,172.0,1094.0,1094.0,922.0,536.0,836,29622,27311484,yes,
mangrove_trapdoor,2,mangrove_planksx6@1717a,10302.0,7031.0,7031.0,3760.0,36.5,554,14420,27109600,,
cobblestone_slab,6,cobblestonex3@131a,394.1,234.0,156.0,541.9,137.5,4664,292692,26435941,,
red_candle,1,candlex1@100o + red_dyex1@156a,256.0,1250.0,1250.0,994.0,388.3,705,26247,26089518,yes,
light_gray_dye,3,black_dyex1@90o + white_dyex2@584a,1257.0,1023.0,1022.0,1809.0,143.9,811,41765,25183738,yes,
cherry_trapdoor,2,cherry_planksx6@781a,4687.5,4219.0,3937.0,3186.5,68.0,437,15569,24805309,,
stonecutter,1,iron_ingotx1@170o + stonex3@14o,212.0,2031.0,2031.0,1819.0,858.0,2217,12955,23565145,yes,
polished_tuff_stairs,4,polished_tuffx6@1852a,11109.7,3906.0,3906.0,4514.3,40.6,322,20324,22937362,,
bamboo_trapdoor,2,bamboo_planksx6@469a,2814.0,2891.0,2344.0,1874.0,66.6,658,24342,22808454,,
light_blue_concrete_powder,8,light_blue_dyex1@1247a + sandx4@312a + gravelx4@10o,2537.0,1250.0,1250.0,7463.0,294.2,389,24360,22724835,yes,
warped_sign,3,warped_planksx6@2049a + stickx1@5o,12299.3,6188.0,6188.0,6264.7,50.9,917,10797,22546655,yes,stack-median vs last-sale disagree (6188 vs 75000)
blue_bed,1,blue_woolx3@70o + spruce_planksx3@32o,306.0,28900.0,28000.0,27694.0,9050.3,807,807,22349058,yes,
end_rod,4,blaze_rodx1@400o + popped_chorus_fruitx1@1562a,1962.5,703.0,703.0,849.5,43.3,2989,101245,21501907,yes,
bamboo_planks,2,bamboo_blockx1@133o,133.0,469.0,234.0,335.0,251.9,1994,124927,20925272,,
waxed_oxidized_cut_copper,4,waxed_oxidized_copperx4@4685a,18739.2,5469.0,5469.0,3136.8,16.7,462,25413,19928620,,
diorite_slab,6,dioritex3@1197a,3590.8,2344.0,1563.0,5787.2,161.2,307,19133,18454544,,
brown_terracotta,8,terracottax8@250a + brown_dyex1@1391a,3390.6,1172.0,781.0,2857.4,84.3,814,50422,18009352,,
light_gray_concrete_powder,8,light_gray_dyex1@1023a + sandx4@312a + gravelx4@10o,2313.0,1094.0,1094.0,6439.0,278.4,336,21317,17157520,yes,
tinted_glass,2,amethyst_shardx4@625a + glassx1@280o,2780.0,1528.0,1528.0,276.0,9.9,2035,119018,16424484,yes,
mangrove_slab,6,mangrove_planksx3@1717a,5151.0,2344.0,1563.0,4227.0,82.1,370,22792,16056964,,
blackstone_wall,6,blackstonex6@850o,5100.0,1563.0,1563.0,4278.0,83.9,365,22518,16055334,,stack-median vs last-sale disagree (1563 vs 4083)
yellow_bed,1,yellow_woolx3@2989a + spruce_planksx3@32o,9063.5,40000.0,40000.0,30936.5,341.3,515,515,15932308,yes,
magenta_dye,1,alliumx1@1o,1.0,155.0,155.0,154.0,15400.0,1684,100429,15466066,yes,
dark_oak_planks,4,dark_oak_logx1@100o,100.0,1563.0,234.0,836.0,836.0,1167,72454,15142886,yes,
magenta_concrete_powder,8,magenta_dyex1@155a + sandx4@312a + gravelx4@10o,1445.0,1250.0,859.0,5427.0,375.6,350,21654,14689532,yes,
coarse_dirt,4,dirtx2@12o + gravelx2@10o,44.0,1172.0,469.0,1832.0,4163.6,587,31654,14497532,yes,
warped_slab,6,warped_planksx3@2049a,6147.2,1547.0,1531.0,3038.8,49.4,458,28142,14253219,,
cut_sandstone,4,sandstonex4@312a,1250.0,7781.0,781.0,1874.0,149.9,477,29015,13593528,,
light_blue_bed,1,light_blue_woolx3@3215a + spruce_planksx3@32o,9741.0,100000.0,50000.0,40259.0,413.3,330,330,13285470,yes,
dried_kelp,9,dried_kelp_blockx1@500o,500.0,156.0,141.0,769.0,153.8,2506,154520,13202876,yes,
quartz_slab,6,quartz_blockx3@1100o,3300.0,6250.0,781.0,1386.0,42.0,975,55766,12881946,yes,
dark_oak_fence,3,dark_oak_planksx4@1041a + stickx2@5o,4173.6,6042.0,2292.0,2702.4,64.8,432,14121,12720385,yes,stack-median vs last-sale disagree (6042 vs 2292)
honeycomb_block,1,honeycombx4@100o,400.0,3125.0,1953.0,1553.0,388.2,302,8114,12601042,yes,stack-median vs last-sale disagree (3125 vs 1875)
oak_button,1,oak_planksx1@52o,52.0,391.0,391.0,339.0,651.9,1013,34331,11638209,yes,stack-median vs last-sale disagree (391 vs 14286)
andesite,2,dioritex1@1197a + cobblestonex1@131a,1328.3,1563.0,781.0,233.7,17.6,1683,96696,11299895,,
birch_boat,1,birch_planksx5@156a,781.2,20000.0,9825.0,9043.8,1157.6,1183,1183,10698756,,
nether_wart_block,1,nether_wartx9@52o,468.0,938.0,906.0,438.0,93.6,410,23039,10091082,yes,
gray_bed,1,gray_woolx3@501o + spruce_planksx3@32o,1599.3,20000.0,20000.0,18400.7,1150.5,516,516,9494761,yes,
magenta_bed,1,magenta_woolx3@1843a + spruce_planksx3@32o,5625.0,30000.0,20000.0,14375.0,255.6,646,646,9286250,yes,
polished_diorite,4,dioritex4@1197a,4787.7,1250.0,1250.0,212.3,4.4,2656,167527,8892333,,
cherry_stairs,4,cherry_planksx6@781a,4687.5,2250.0,1563.0,1564.5,33.4,377,21829,8537868,,
saddle,1,leatherx3@283o + iron_ingotx1@170o,1019.0,5000.0,5000.0,3981.0,390.7,2081,2081,8284461,yes,
birch_planks,4,birch_logx1@160o,160.0,1016.0,250.0,840.0,525.0,693,39042,8198820,yes,stack-median vs last-sale disagree (1016 vs 156)
pale_oak_fence_gate,1,stickx4@5o + pale_oak_planksx2@655a,1329.9,1563.0,1563.0,233.1,17.5,829,33132,7723732,yes,stack-median vs last-sale disagree (1563 vs 70000)
polished_granite,4,granitex4@435a,1739.1,1000.0,750.0,1260.9,72.5,408,24123,7604052,,
light_gray_terracotta,8,terracottax8@250a + light_gray_dyex1@1023a,3023.0,781.0,625.0,1977.0,65.4,505,28925,7148091,,
jungle_planks,4,jungle_logx1@66o,66.0,250.0,250.0,934.0,1415.2,443,26040,6080340,yes,
birch_sign,3,birch_planksx6@156a + stickx1@5o,942.5,875.0,625.0,932.5,98.9,1805,16957,5270801,yes,
wolf_armor,1,armadillo_scutex6@512a,3073.0,10000.0,10000.0,6927.0,225.4,743,743,5146791,,
lever,1,stickx1@5o + cobblestonex1@131a,136.4,156.0,156.0,19.6,14.4,13620,242744,4767492,yes,stack-median vs last-sale disagree (156 vs 5000)
suspicious_stew,1,bowlx1@2344a + brown_mushroomx1@10o + red_mushroomx1@781a + alliumx1@1o,3136.2,26000.0,10000.0,6863.8,218.9,685,685,4701669,yes,
spruce_chest_boat,1,chestx1@558a + spruce_boatx1@8000a,8558.2,67000.0,20000.0,11441.8,133.7,309,309,3535507,,
crimson_planks,4,crimson_stemx1@2047a,2046.9,1094.0,625.0,453.1,22.1,501,29768,3372045,,
jungle_boat,1,jungle_planksx5@250a,1250.0,25000.0,10000.0,8750.0,700.0,365,365,3193750,,
bamboo_raft,1,bamboo_planksx5@469a,2345.0,98000.0,10000.0,7655.0,326.4,409,409,3130895,,
sugar,3,honey_bottlex1@375o,375.0,344.0,234.0,327.0,87.2,537,27172,2961748,yes,stack-median vs last-sale disagree (344 vs 5000)
mushroom_stew,1,brown_mushroomx1@10o + red_mushroomx1@781a + bowlx1@2344a,3135.2,7000.0,7000.0,3864.8,123.3,682,682,2635760,yes,
birch_button,1,birch_planksx1@156a,156.2,391.0,391.0,234.8,150.2,467,9952,2336232,,stack-median vs last-sale disagree (391 vs 5769)
birch_slab,6,birch_planksx3@156a,468.8,313.0,161.0,497.2,106.1,343,20633,1709960,,
cherry_slab,6,cherry_planksx3@781a,2343.8,609.0,469.0,470.2,20.1,316,19143,1500333,,
pale_oak_hanging_sign,6,iron_chainx2@1563a + stripped_pale_oak_logx6@3906a,26563.5,10469.0,4688.0,1564.5,5.9,506,3563,929052,,
snow,6,snow_blockx3@604a,1813.0,313.0,313.0,65.0,3.6,882,54687,592534,,
jungle_sign,3,jungle_planksx6@250a + stickx1@5o,1505.0,938.0,563.0,184.0,12.2,634,6089,373459,yes,
purpur_block,4,popped_chorus_fruitx4@1562a,6250.0,1563.0,1563.0,2.0,0.0,1995,123363,61682,,
